brand,model,segment,state,purchase_year,price,fuel_type,engine_cc,avg_daily_usage_km,insurance_status,resale_value
Honda,Unicorn,Commuter,Andhra Pradesh,2023,85503.0,Petrol,122.0,37.8,Active,65553.0
Hero,Glamour,Commuter,Telangana,2019,82194.0,Petrol,120.0,23.7,Active,36603.0
Bajaj,Pulsar 150,Sports,Maharashtra,2019,88789.0,Petrol,210.0,38.2,Active,25569.0
KTM,Duke 200,Sports,Karnataka,2019,311560.0,Petrol,208.0,19.5,None,57614.0
Bajaj,Platina 110,Sports,Maharashtra,2019,90531.0,Petrol,158.0,29.9,Expired,30022.0
Suzuki,Burgman Street,Commuter,Uttar Pradesh,2018,97296.0,Petrol,124.0,46.7,,24028.0
Bajaj,Pulsar 150,Sports,Maharashtra,2017,81663.0,Petrol,210.0,22.2,Active,18735.0
Ather,450X,Electric,Haryana,2020,152836.0,Electric,0.0,25.5,Active,27957.0
Hero,HF Deluxe,Commuter,Andhra Pradesh,2023,77387.0,Petrol,112.0,20.0,Expired,44357.0
Ola Electric,S1 Pro,Electric,Karnataka,2018,119967.0,Electric,0.0,34.6,Active,9597.0
TVS,Ntorq 125,Commuter,Bihar,2019,91904.0,Petrol,103.0,41.6,Active,32701.0
TVS,Ntorq 125,Commuter,Uttar Pradesh,2017,102232.0,Petrol,121.0,34.3,Expired,28109.0
TVS,Sport,Commuter,Rajasthan,2022,76428.0,Petrol,100.0,49.8,None,39255.0
Bajaj,Pulsar NS200,Sports,Tamil Nadu,2025,88250.0,Petrol,174.0,22.7,Active,77225.0
TVS,Sport,Commuter,Maharashtra,2016,81203.0,Petrol,103.0,43.0,None,16445.0
Ola Electric,S1 Pro,Electric,Uttar Pradesh,2016,138119.0,Electric,0.0,26.0,Active,11049.0
Suzuki,Gixxer,Commuter,Bihar,2018,108644.0,Petrol,116.0,22.2,None,25976.0
Honda,Shine,Commuter,Tamil Nadu,2019,86147.0,Petrol,119.0,23.6,None,38011.0
TVS,Raider 125,Commuter,West Bengal,2022,86780.0,Petrol,125.0,40.0,Active,50876.0
Yamaha,R15 V4,Sports,Rajasthan,2025,103907.0,Petrol,190.0,18.8,Active,86825.0
TVS,Raider 125,Commuter,Karnataka,2023,107759.0,Petrol,116.0,13.9,None,66109.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2016,65407.0,Petrol,102.0,36.4,Active,19599.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2016,63640.0,Petrol,116.0,37.9,Active,15651.0
Hero,Xtreme 160R,Commuter,Bihar,2017,94981.0,Petrol,104.0,41.8,Active,31535.0
Honda,Hornet 2.0,Commuter,West Bengal,2023,74607.0,Petrol,117.0,50.9,Active,52959.0
Hero,Xtreme 160R,Commuter,Telangana,2016,86222.0,Petrol,119.0,53.4,Active,23188.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2022,78709.0,Petrol,113.0,21.4,Active,48629.0
TVS,Sport,Commuter,Tamil Nadu,2020,94934.0,Petrol,118.0,29.8,Active,40388.0
TVS,Jupiter,Commuter,Rajasthan,2022,86284.0,Petrol,108.0,44.6,Active,51918.0
Hero,Splendor Plus,Commuter,Maharashtra,2016,74634.0,Petrol,119.0,33.4,Active,20522.0
Hero,HF Deluxe,Commuter,Maharashtra,2018,75360.0,Petrol,108.0,60.4,Active,25735.0
Hero,Passion Pro,Commuter, Kerala ,2025,60444.0,Petrol,123.0,18.8,Active,55107.0
Hero,HF Deluxe,Commuter,Andhra Pradesh,2021,77582.0,Petrol,102.0,42.7,Active,41454.0
Ather,450X,Electric,Uttar Pradesh,2023,151085.0,Electric,0.0,8.8,Active,70454.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2020,92581.0,Petrol,124.0,51.2,Active,48766.0
Ather,450S,Electric,Maharashtra,2025,124349.0,Electric,0.0,57.1,Active,101676.0
Honda,Shine,Commuter,Punjab,2023,67645.0,Petrol,114.0,17.7,Expired,45476.0
Honda,Unicorn,Commuter,Rajasthan,2018,115856.0,Petrol,118.0,43.9,Expired,51666.0
Yamaha,R15 V4,Sports,Odisha,2016,174195.0,Petrol,180.0,18.7,Expired,41269.0
Honda,Shine,Commuter,Maharashtra,2023,81389.0,Petrol,104.0,41.2,Active,65707.0
TVS,Jupiter,Commuter,Uttar Pradesh,2019,65106.0,Petrol,123.0,15.7,Active,24309.0
KTM,Duke 200,Sports,Madhya Pradesh,2020,285929.0,Petrol,203.0,31.7,Active,75532.0
TVS,Ntorq 125,Commuter,Tamil Nadu,2022,94908.0,Petrol,105.0,48.7,Expired,50734.0
Bajaj,Pulsar NS200,Sports,Tamil Nadu,2022,124658.0,Petrol,220.0,25.3,Active,
TVS,Raider 125,Commuter,Tamil Nadu,2022,99427.0,Petrol,103.0,41.4,Expired,53007.0
Royal Enfield,Bullet 350,Cruiser,Karnataka,2017,220110.0,PETROL,350.0,17.9,,114831.0
TVS,Sport,Commuter,Tamil Nadu,2016,88609.0,Petrol,116.0,35.1,Expired,18051.0
Hero,Splendor Plus,Commuter,Rajasthan,2023,89450.0,Petrol,116.0,58.6,Active,52498.0
Honda,Shine,Commuter,Uttar Pradesh,2025,101864.0,Petrol,118.0,29.9,Active,88885.0
TVS,Apache RTR 160,Commuter,Rajasthan,2019,100849.0,Petrol,122.0,24.9,Expired,32652.0
TVS,Raider 125,Commuter,Uttar Pradesh,2019,65673.0,Petrol,107.0,36.0,Active,21937.0
Honda,SP 125,Commuter,Kerala,2023,67736.0,Petrol,108.0,14.8,Expired,52430.0
Honda,Hornet 2.0,Commuter,Karnataka,2022,107896.0,Petrol,102.0,36.6,Expired,71046.0
Honda,SP 125,Commuter,Punjab,2023,90360.0,Petrol,101.0,30.1,Active,69672.0
Bajaj,Avenger 160,Sports,Gujarat,2024,114232.0,Petrol,210.0,29.5,Active,82954.0
Honda,Hornet 2.0,Commuter,Rajasthan,2016,97882.0,Petrol,116.0,33.5,Active,35745.0
Ather,450S,Electric,Gujarat,2025,136294.0,Electric,0.0,2.0,Active,107856.0
Honda,Unicorn,Commuter,Karnataka,2022,112260.0,Petrol,,26.8,Expired,73070.0
Honda,SP 125,Commuter,Rajasthan,2023,88170.0,Petrol,102.0,39.7,None,58583.0
Hero,Passion Pro,Commuter,Telangana,2019,83595.0,Petrol,118.0,22.2,Expired,36295.0
Honda,Hornet 2.0,Commuter,Tamil Nadu,2018,72581.0,Petrol,106.0,32.1,,31697.0
Hero,Xtreme 160R,Commuter,Bihar,2024,67151.0,Petrol,109.0,27.4,Active,54443.0
TVS,Apache RTR 160,Commuter,Haryana,2022,76086.0,Petrol,111.0,28.3,Active,40137.0
Bajaj,Pulsar 150,Sports,Maharashtra,2022,116358.0,Petrol,150.0,8.4,Active,68117.0
Honda,Shine,Commuter,Gujarat,2020,94106.0,PETROL,107.0,39.7,Active,50496.0
Honda,Unicorn,Commuter,Bihar,2021,97817.0,Petrol,102.0,34.2,Active,52026.0
TVS,Sport,Commuter,Kerala,2020,71492.0,Petrol,119.0,31.0,Expired,26010.0
TVS,Apache RTR 160,Commuter,Maharashtra,2018,60896.0,Petrol,106.0,42.8,Active,17773.0
Ather,450S,Electric,West Bengal,2016,145158.0,Electric,0.0,39.7,Active,11613.0
KTM,Duke 390,Sports,Rajasthan,2016,257714.0,Petrol,177.0,3.7,None,24144.0
Royal Enfield,Bullet 350,Cruiser,Bihar,2020,224489.0,Petrol,350.0,20.2,Active,150754.0
Honda,Hornet 2.0,Commuter,Rajasthan,2020,119114.0,Petrol,120.0,48.5,Active,60318.0
Hero,HF Deluxe,Commuter,Tamil Nadu,2018,63284.0,Petrol,119.0,28.3,Expired,22435.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2022,60230.0,Petrol,109.0,34.7,None,29916.0
Bajaj,CT 100,Sports,Maharashtra,2025,76905.0,Petrol,246.0,25.2,Active,63997.0
Honda,SP 125,Commuter,Uttar Pradesh,2016,98175.0,Petrol,107.0,78.5,Active,33392.0
Yamaha,R15 V4,Sports,Tamil Nadu,2018,96333.0,Petrol,170.0,29.5,Active,33062.0
Honda,SP 125,Commuter,Uttar Pradesh,2023,74820.0,Petrol,109.0,35.6,Expired,58246.0
Bajaj,Pulsar NS200,Sports,Karnataka,2022,89512.0,Petrol,158.0,27.5,Active,46709.0
Bajaj,Avenger 160,Sports,Karnataka,2020,110072.0,Petrol,201.0,34.5,,35525.0
Honda,Activa 6G,Commuter,West Bengal,2022,65437.0,Petrol,117.0,35.2,Active,42376.0
Hero,Splendor Plus,Commuter,Bihar,2022,82889.0,Petrol,107.0,20.0,Active,52409.0
Royal Enfield,Meteor 350,Cruiser,Tamil Nadu,2017,239754.0,Petrol,350.0,31.2,Active,132052.0
TVS,Ntorq 125,Commuter,Maharashtra,2019,105665.0,Petrol,123.0,33.6,Active,34680.0
Hero,Glamour,Commuter,Bihar,2016,68801.0,Petrol,119.0,15.8,Active,17882.0
Bajaj,Platina 110,Sports,Odisha,2017,88660.0,Petrol,195.0,40.8,Active,22872.0
Yamaha,Fascino 125,Sports,Tamil Nadu,2019,100935.0,Petrol,159.0,34.4,Active,38731.0
Ola Electric,S1 Pro,Electric,Bihar,2018,106656.0,Electric,0.0,22.7,Active,8533.0
Hero,Passion Pro,Commuter,Delhi,2017,76801.0,Petrol,104.0,53.2,Expired,23211.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2018,71464.0,Petrol,114.0,30.4,Active,23810.0
Hero,Passion Pro,Commuter,Haryana,2025,74526.0,Petrol,121.0,32.1,Active,67093.0
Hero,Glamour,Commuter,Andhra Pradesh,2024,69269.0,Petrol,106.0,20.6,None,51449.0
Hero,Passion Pro,Commuter,Karnataka,2016,76067.0,Petrol,101.0,14.8,Active,21968.0
Hero,Passion Pro,Commuter,West Bengal,2020,69077.0,Petrol,110.0,26.6,Active,31331.0
Yamaha,MT-15,Sports,Tamil Nadu,2019,130950.0,Petrol,189.0,25.3,Active,50756.0
Bajaj,Platina 110,Sports,Maharashtra,2017,131624.0,Petrol,232.0,30.8,,33016.0
Honda,Activa 6G,Commuter,Andhra Pradesh,2020,88301.0,Petrol,113.0,35.2,Active,48520.0
Hero,Xtreme 160R,Commuter,Gujarat,2020,76126.0,Petrol,123.0,,Active,40004.0
Ather,450S,Electric,Rajasthan,2018,135248.0,Electric,0.0,41.1,Expired,13998.0
Honda,Hornet 2.0,Commuter,West Bengal,2019,66836.0,Petrol,119.0,17.2,Expired,31475.0
Yamaha,MT-15,Sports,Karnataka,2018,127092.0,Petrol,223.0,47.1,Active,40721.0
Honda,Hornet 2.0,Commuter,Tamil Nadu,2023,76786.0,Petrol,122.0,18.9,Active,62507.0
Yamaha,Fascino 125,Sports,Tamil Nadu,2022,188688.0,Petrol,249.0,22.5,Active,
Bajaj,CT 100,Sports,Rajasthan,2016,130108.0,Petrol,234.0,,Active,24484.0
Honda,Activa 6G,Commuter,Kerala,2023,112915.0,Petrol,105.0,36.2,Expired,82169.0
TVS,Jupiter,Commuter,Karnataka,2023,63534.0,Petrol,124.0,33.6,None,33432.0
Honda,SP 125,Commuter,Gujarat,2022,111470.0,Petrol,115.0,49.4,Active,88005.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2020,73223.0,Petrol,100.0,47.3,Active,36731.0
TVS,Ntorq 125,Commuter,Kerala,2016,68040.0,Petrol,119.0,19.8,Active,13827.0
Honda,Hornet 2.0,Commuter,Rajasthan,2022,89758.0,Petrol,125.0,,Expired,60564.0
TVS,Ntorq 125,Commuter,Karnataka,2023,98159.0,Petrol,125.0,42.4,Expired,57553.0
Honda,Hornet 2.0,Commuter,Karnataka,2022,108384.0,Petrol,118.0,34.1,Active,81861.0
Hero,Passion Pro,Commuter,Bihar,2020,57994.0,Petrol,109.0,24.7,None,24260.0
Hero,HF Deluxe,Commuter,Rajasthan,2024,93829.0,Petrol,117.0,30.7,None,64797.0
Hero,Glamour,Commuter,Andhra Pradesh,2020,77320.0,Petrol,107.0,12.5,Active,33309.0
Hero,Xtreme 160R,Commuter,Uttar Pradesh,2024,87088.0,Petrol,116.0,45.9,Active,67167.0
KTM,RC 200,Sports,Tamil Nadu,2016,212297.0,Petrol,162.0,30.9,Active,20928.0
Bajaj,Pulsar 150,Sports,Madhya Pradesh,2016,92399.0,Petrol,221.0,30.4,Active,17985.0
Royal Enfield,Bullet 350,Cruiser,Bihar,2017,324192.0,Petrol,349.0,22.7,Active,156347.0
KTM,RC 200,Sports,Uttar Pradesh,2017,257730.0,Petrol,196.0,36.2,Active,35409.0
Hero,Glamour,Commuter,Karnataka,2020,81267.0,PETROL,105.0,23.5,Active,40907.0
Yamaha,FZ-S FI,Sports,Madhya Pradesh,2022,99637.0,Petrol,156.0,47.7,Expired,58750.0
TVS,Ntorq 125,Commuter,Madhya Pradesh,2019,73859.0,Petrol,111.0,31.3,Active,27535.0
Hero,Glamour,Commuter,Rajasthan,2016,60292.0,Petrol,124.0,31.2,Expired,16786.0
TVS,Raider 125,Commuter,Madhya Pradesh,2023,78492.0,Petrol,102.0,26.3,Active,55322.0
Honda,Shine,Commuter,Uttar Pradesh,2021,67364.0,Petrol,107.0,18.6,Expired,37722.0
TVS,Apache RTR 160,Commuter,Gujarat,2020,92353.0,Petrol,110.0,36.0,None,34707.0
Hero,HF Deluxe,Commuter,Karnataka,2025,77261.0,Petrol,115.0,5.2,Active,64845.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2021,82923.0,Petrol,107.0,72.6,Expired,40273.0
Hero,HF Deluxe,Commuter,Rajasthan,2025,57056.0,Petrol,123.0,17.4,Expired,55382.0
Bajaj,CT 100,Sports,Karnataka,2025,131837.0,Petrol,193.0,44.2,Active,109928.0
Hero,HF Deluxe,Commuter,Maharashtra,2025,77332.0,Petrol,100.0,11.1,,61704.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2017,87841.0,Petrol,125.0,27.5,Active,31770.0
Bajaj,Avenger 160,Sports,Tamil Nadu,2023,86530.0,Petrol,186.0,47.6,Active,56561.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2020,111552.0,Petrol,118.0,17.9,Expired,53542.0
Hero,Glamour,Commuter,Kerala,2017,61071.0,Petrol,114.0,50.3,Expired,17543.0
TVS,Ntorq 125,Commuter,Maharashtra,2022,62428.0,Petrol,118.0,42.3,Active,35302.0
Honda,Activa 6G,Commuter,Odisha,2024,80086.0,Petrol,106.0,32.3,Active,61720.0
TVS,Raider 125,Commuter,Maharashtra,2023,66831.0,Petrol,124.0,17.8,Active,41675.0
Honda,Activa 6G,Commuter,West Bengal,2021,71499.0,Petrol,110.0,38.8,Active,39910.0
Honda,Hornet 2.0,Commuter,Karnataka,2018,65135.0,Petrol,101.0,37.2,Active,29930.0
Bajaj,Platina 110,Sports,Rajasthan,2020,77646.0,Petrol,167.0,30.7,Active,28590.0
Honda,Unicorn,Commuter,Telangana,2022,104550.0,Petrol,110.0,48.8,Active,65461.0
Ather,Rizta,Electric,Rajasthan,2019,155750.0,Electric,0.0,12.6,None,18050.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2018,65342.0,Petrol,123.0,20.9,None,20958.0
TVS,Sport,Commuter,Tamil Nadu,2018,100818.0,Petrol,112.0,44.2,Active,30529.0
Honda,Hornet 2.0,Commuter,Gujarat,2025,100086.0,Petrol,124.0,19.1,Active,95725.0
Royal Enfield,Meteor 350,Cruiser,Bihar,2024,351040.0,Petrol,349.0,13.6,Active,323680.0
Bajaj,Platina 110,Sports,Tamil Nadu,2020,127392.0,Petrol,203.0,19.3,Expired,41143.0
Hero,Xtreme 160R,Commuter,Tamil Nadu,2019,79808.0,Petrol,101.0,19.4,Active,32236.0
Royal Enfield,Meteor 350,Cruiser,Maharashtra,2024,299957.0,Petrol,349.0,31.9,Active,271654.0
TVS,Raider 125,Commuter,Uttar Pradesh,2019,68530.0,Petrol,122.0,14.4,Expired,24308.0
Hero,Splendor Plus,Commuter,Karnataka,2025,71275.0,Petrol,120.0,52.0,Active,60031.0
TVS,Raider 125,Commuter,West Bengal,2025,95868.0,Petrol,102.0,38.7,Active,92104.0
Bajaj,Avenger 160,Sports,Maharashtra,2017,102184.0,Petrol,174.0,38.3,Active,25893.0
Ather,450S,Electric,Madhya Pradesh,2020,135823.0,Electric,0.0,22.6,Active,23687.0
Honda,SP 125,Commuter,Maharashtra,2017,83595.0,Petrol,102.0,35.2,Active,33444.0
Hero,Splendor Plus,Commuter,Maharashtra,2023,89910.0,Petrol,115.0,25.8,Active,62791.0
Honda,Unicorn,Commuter,Delhi,2025,107643.0,Petrol,114.0,52.5,Active,97073.0
Hero,HF Deluxe,Commuter,West Bengal,2019,81323.0,Petrol,123.0,57.6,Active,35034.0
Honda,Activa 6G,Commuter,Madhya Pradesh,2018,107709.0,Petrol,103.0,23.8,None,43211.0
TVS,Sport,Commuter,Tamil Nadu,2024,89559.0,Petrol,125.0,60.8,Expired,65878.0
Yamaha,R15 V4,Sports,Andhra Pradesh,2024,107070.0,Petrol,191.0,32.1,Expired,73994.0
Ola Electric,S1 Air,Electric,Karnataka,2016,94918.0,Electric,0.0,25.9,Expired,7593.0
Honda,Hornet 2.0,Commuter,Gujarat,2021,83236.0,Petrol,113.0,27.7,Active,53788.0
Hero,Xtreme 160R,Commuter,West Bengal,2016,71666.0,Petrol,109.0,21.3,None,16018.0
KTM,RC 200,Sports,Karnataka,2020,273419.0,Petrol,221.0,29.0,Active,76072.0
Hero,HF Deluxe,Commuter,Karnataka,2021,72980.0,Petrol,119.0,42.1,Active,40706.0
Royal Enfield,Bullet 350,Cruiser,Karnataka,2016,334471.0,Petrol,349.0,17.5,Active,164191.0
Hero,HF Deluxe,Commuter,Rajasthan,2019,68804.0,Petrol,125.0,10.7,Active,29580.0
Honda,Hornet 2.0,Commuter,Telangana,2021,111533.0,Petrol,110.0,43.8,Active,63419.0
Honda,Activa 6G,Commuter,West Bengal,2021,81696.0,Petrol,125.0,39.3,Expired,44441.0
Bajaj,Pulsar 150,Sports,Andhra Pradesh,2025,79309.0,Petrol,232.0,26.8,Expired,67523.0
Honda,Shine,Commuter,Tamil Nadu,2024,79975.0,Petrol,107.0,21.8,Active,61973.0
Honda,Activa 6G,Commuter,Madhya Pradesh,2025,89740.0,PETROL,121.0,67.5,Active,76098.0
Honda,Hornet 2.0,Commuter,Haryana,2023,115364.0,Petrol,112.0,41.1,Active,82089.0
Bajaj,Pulsar NS200,Sports,Uttar Pradesh,2021,94863.0,Petrol,222.0,13.2,None,35880.0
Bajaj,CT 100,Sports,Rajasthan,2023,106066.0,Petrol,224.0,2.0,Active,61414.0
Hero,Xtreme 160R,Commuter,West Bengal,2019,83137.0,Petrol,117.0,25.2,Expired,33154.0
Hero,Passion Pro,Commuter,Bihar,2017,93351.0,Petrol,109.0,10.4,Active,28306.0
TVS,Jupiter,Commuter,Tamil Nadu,2016,103381.0,Petrol,101.0,45.6,Active,23958.0
Bajaj,Pulsar NS200,Sports,Karnataka,2022,142084.0,Petrol,168.0,24.0,Active,70670.0
Bajaj,CT 100,Sports,Tamil Nadu,2025,129893.0,Petrol,204.0,18.9,,123961.0
TVS,Ntorq 125,Commuter,Madhya Pradesh,2023,72178.0,Petrol,125.0,29.4,Active,48611.0
Hero,Glamour,Commuter,Tamil Nadu,2022,69352.0,Petrol,119.0,50.8,Active,39463.0
Bajaj,Pulsar 150,Sports,Madhya Pradesh,2017,117830.0,Petrol,233.0,52.8,Active,25973.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2021,318894.0,Petrol,350.0,22.7,Expired,216623.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2018,93723.0,Petrol,111.0,44.7,Active,39187.0
Yamaha,FZ-S FI,Sports,Karnataka,2018,110547.0,Petrol,242.0,19.2,Active,39592.0
Hero,Passion Pro,Commuter,Kerala,2019,92035.0,Petrol,111.0,53.2,None,35391.0
Royal Enfield,Hunter 350,Cruiser,Tamil Nadu,2017,322202.0,Petrol,349.0,13.1,Expired,162516.0
TVS,Apache RTR 160,Commuter,Karnataka,2025,65118.0,Petrol,101.0,38.2,Active,59493.0
Suzuki,Access 125,Commuter,Uttar Pradesh,2022,81787.0,Petrol,105.0,24.3,Active,44352.0
TVS,Jupiter,Commuter,Bihar,2019,91160.0,Petrol,110.0,55.7,None,27180.0
Honda,SP 125,Commuter,Gujarat,2016,67566.0,Petrol,104.0,40.5,Active,
Honda,Shine,Commuter,Maharashtra,2017,99097.0,Petrol,110.0,52.1,Active,41653.0
TVS,Ntorq 125,Commuter,Kerala,2018,85213.0,Petrol,109.0,52.6,Active,25450.0
Honda,Shine,Commuter,Tamil Nadu,2024,83676.0,Petrol,119.0,50.3,Active,70626.0
Honda,SP 125,Commuter,Kerala,2021,92686.0,Petrol,103.0,60.1,Active,58849.0
Hero,Passion Pro,Commuter,Telangana,2021,74938.0,Petrol,124.0,16.6,Expired,37722.0
Bajaj,Platina 110,Sports,Madhya Pradesh,2020,126600.0,Petrol,200.0,10.8,Active,48105.0
TVS,Ntorq 125,Commuter,Tamil Nadu,2024,82413.0,Petrol,122.0,41.8,Expired,57380.0
Hero,Glamour,Commuter,Madhya Pradesh,2016,69627.0,Petrol,107.0,110.05060731843167,Active,21423.0
Ather,450S,Electric,Haryana,2021,117181.0,Electric,0.0,41.3,Active,29319.0
Ola Electric,S1 X,Electric,Tamil Nadu,2016,136013.0,Electric,0.0,14.3,Expired,10881.0
KTM,Duke 200,Sports,Tamil Nadu,2020,211571.0,Petrol,249.0,24.5,Active,54191.0
TVS,Raider 125,Commuter,Madhya Pradesh,2025,75403.0,Petrol,117.0,23.9,Active,65829.0
Honda,Hornet 2.0,Commuter,Haryana,2020,83073.0,Petrol,120.0,36.8,Active,48000.0
Yamaha,Fascino 125,Sports,West Bengal,2023,104749.0,Petrol,171.0,45.6,Active,72429.0
Honda,Hornet 2.0,Commuter,Madhya Pradesh,2020,115075.0,Petrol,113.0,44.3,Expired,56228.0
Suzuki,Burgman Street,Commuter,Karnataka,2016,81697.0,Petrol,108.0,22.7,Active,15143.0
Bajaj,Pulsar NS200,Sports,Kerala,2018,113982.0,Petrol,187.0,19.8,Active,34113.0
Honda,SP 125,Commuter,Uttar Pradesh,2019,110686.0,Petrol,107.0,38.5,Expired,54074.0
Bajaj,Pulsar 150,Sports,Uttar Pradesh,2023,88860.0,Petrol,160.0,24.0,Expired,51845.0
Hero,HF Deluxe,Commuter,Maharashtra,2017,67108.0,Petrol,114.0,43.2,Expired,22096.0
Bajaj,CT 100,Sports,Uttar Pradesh,2023,127672.0,Petrol,154.0,7.3,None,69666.0
TVS,Raider 125,Commuter,Tamil Nadu,2018,65009.0,Petrol,112.0,37.7,Expired,19230.0
Bajaj,CT 100,Sports,Punjab,2018,112351.0,Petrol,245.0,30.4,Active,33070.0
TVS,Jupiter,Commuter,Uttar Pradesh,2021,85021.0,Petrol,101.0,16.6,Expired,38686.0
Hero,Passion Pro,Commuter,Maharashtra,2016,73785.0,Petrol,112.0,44.4,Active,20837.0
Honda,Hornet 2.0,Commuter,Karnataka,2017,110680.0,Petrol,104.0,35.7,Active,45949.0
Ather,450S,Electric,Punjab,2024,118422.0,Electric,0.0,5.3,Active,63959.0
Honda,Hornet 2.0,Commuter,Delhi,2016,83627.0,Petrol,112.0,28.0,Active,31723.0
Hero,Xtreme 160R,Commuter,Rajasthan,2021,60454.0,Petrol,112.0,36.3,Expired,33697.0
Royal Enfield,Meteor 350,Cruiser,Karnataka,2016,314052.0,Petrol,349.0,24.2,Expired,146638.0
Hero,Glamour,Commuter,Telangana,2022,69937.0,Petrol,117.0,44.9,Active,38506.0
Royal Enfield,Bullet 350,Cruiser,Haryana,2020,279344.0,Petrol,350.0,31.1,Expired,156926.0
Honda,Hornet 2.0,Commuter,Bihar,2018,74790.0,Petrol,117.0,10.0,None,29468.0
Hero,Passion Pro,Commuter,Haryana,2021,86132.0,Petrol,104.0,23.0,Active,50057.0
Bajaj,Platina 110,Sports,Telangana,2016,133991.0,Petrol,191.0,17.3,Active,29065.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2023,73507.0,Petrol,122.0,39.6,Expired,48199.0
Honda,Activa 6G,Commuter,Tamil Nadu,2025,74452.0,Petrol,103.0,28.3,Active,71595.0
Suzuki,Avenis,Commuter,Karnataka,2021,87346.0,Petrol,118.0,36.0,Active,42866.0
TVS,Raider 125,Commuter,Uttar Pradesh,2021,63117.0,Petrol,106.0,37.8,Expired,28429.0
Honda,Activa 6G,Commuter,Punjab,2020,106010.0,Petrol,120.0,37.0,Expired,51372.0
Honda,Shine,Commuter,West Bengal,2021,76811.0,Petrol,114.0,36.2,Active,44764.0
Suzuki,Access 125,Commuter,Telangana,2025,128733.0,Petrol,124.0,36.2,Expired,112402.0
Honda,Unicorn,Commuter,Uttar Pradesh,2020,114228.0,Petrol,101.0,48.6,Active,59597.0
Hero,Splendor Plus,Commuter,West Bengal,2019,93166.0,Petrol,108.0,40.5,Active,41974.0
Ola Electric,S1 Air,Electric,Haryana,2025,104982.0,Electric,0.0,9.7,Active,85668.0
Yamaha,MT-15,Sports,Odisha,2021,151967.0,Petrol,215.0,43.9,Active,78007.0
Royal Enfield,Bullet 350,Cruiser,Gujarat,2020,266761.0,PETROL,349.0,27.7,Expired,161456.0
Hero,Glamour,Commuter,Uttar Pradesh,2019,66260.0,Petrol,119.0,10.1,Active,27244.0
Honda,Unicorn,Commuter,West Bengal,2022,77660.0,Petrol,115.0,25.0,Active,49527.0
Hero,Xtreme 160R,Commuter,Rajasthan,2024,68015.0,Petrol,119.0,26.4,Active,49653.0
Hero,Passion Pro,Commuter,Kerala,2022,82072.0,Petrol,117.0,39.6,Expired,47211.0
Hero,Splendor Plus,Commuter,Uttar Pradesh,2018,68646.0,Petrol,115.0,39.6,Active,25560.0
Bajaj,Pulsar 150,Sports,Maharashtra,2020,76539.0,Petrol,225.0,13.9,Active,30225.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2024,68992.0,Petrol,111.0,45.7,Active,56130.0
Hero,Xtreme 160R,Commuter,Punjab,2023,81524.0,Petrol,123.0,54.5,Active,60913.0
Hero,Passion Pro,Commuter,West Bengal,2018,57701.0,Petrol,104.0,36.3,Active,22247.0
Yamaha,FZ-S FI,Sports,Madhya Pradesh,2025,168220.0,Petrol,169.0,17.6,Active,
TVS,Sport,Commuter,Maharashtra,2023,65939.0,Petrol,114.0,,Active,43110.0
Hero,Splendor Plus,Commuter,Maharashtra,2025,64250.0,Petrol,119.0,19.8,Active,61570.0
Honda,SP 125,Commuter,Uttar Pradesh,2023,111416.0,Petrol,103.0,37.0,Active,79875.0
Honda,Hornet 2.0,Commuter,Karnataka,2022,88184.0,Petrol,111.0,22.4,Active,60473.0
Bajaj,Platina 110,Sports,Rajasthan,2017,89253.0,Petrol,206.0,29.1,Active,20659.0
Ola Electric,S1 Air,Electric,Telangana,2018,103099.0,Electric,0.0,6.3,Active,8248.0
Honda,Unicorn,Commuter,Madhya Pradesh,2025,106736.0,Petrol,107.0,38.0,Active,108591.0
Bajaj,Avenger 160,Sports,Karnataka,2023,103407.0,Petrol,247.0,40.6,Active,62387.0
Yamaha,R15 V4,Sports,West Bengal,2025,135418.0,Petrol,216.0,19.2,Active,129278.0
Royal Enfield,Bullet 350,Cruiser,Telangana,2019,288412.0,Petrol,349.0,33.8,Active,180631.0
TVS,Apache RTR 160,Commuter,Maharashtra,2017,68936.0,Petrol,113.0,41.3,Active,17480.0
KTM,RC 200,Sports,Tamil Nadu,2017,317590.0,Petrol,170.0,37.4,Active,45382.0
Bajaj,Pulsar NS200,Sports,Uttar Pradesh,2021,140549.0,Petrol,223.0,44.4,Active,64827.0
TVS,Sport,Commuter,Rajasthan,2018,90082.0,Petrol,118.0,36.8,Active,26778.0
